query_id,candidate_name,date,time,district,place_type,target_voter_group,context_tags,raw_rank,recommended_place_name,recommended_district,recommended_place_type,baseline_score,place_id,candidate_source
OH_20260501_1550_성동구_서울숲_OH_0019,오세훈,2026-05-01,15:50,성동구,공원,일반시민,manual_visual_review;address_review_required;공원;거리인사;성동구;오후,3,중랑캠핑숲,중랑구,park,0.7412,93,park
OH_20260501_1550_성동구_서울숲_OH_0019,오세훈,2026-05-01,15:50,성동구,공원,일반시민,manual_visual_review;address_review_required;공원;거리인사;성동구;오후,4,백련근린공원,서대문구,park,0.7275,59,park
OH_20260501_1550_성동구_서울숲_OH_0019,오세훈,2026-05-01,15:50,성동구,공원,일반시민,manual_visual_review;address_review_required;공원;거리인사;성동구;오후,5,남산공원,중구,park,0.7185,1,park
OH_20260501_1550_성동구_서울숲_OH_0019,오세훈,2026-05-01,15:50,성동구,공원,일반시민,manual_visual_review;address_review_required;공원;거리인사;성동구;오후,6,서울숲,성동구,park,0.6805,4,park
OH_20260501_1550_성동구_서울숲_OH_0019,오세훈,2026-05-01,15:50,성동구,공원,일반시민,manual_visual_review;address_review_required;공원;거리인사;성동구;오후,7,응봉공원 (대현산배수지공원),성동구,park,0.637,9,park
OH_20260501_1550_성동구_서울숲_OH_0019,오세훈,2026-05-01,15:50,성동구,공원,일반시민,manual_visual_review;address_review_required;공원;거리인사;성동구;오후,8,금호근린공원,성동구,park,0.6352,103,park
OH_20260501_1550_성동구_서울숲_OH_0019,오세훈,2026-05-01,15:50,성동구,공원,일반시민,manual_visual_review;address_review_required;공원;거리인사;성동구;오후,9,성수근린공원,성동구,park,0.6055,11,park
OH_20260501_1550_성동구_서울숲_OH_0019,오세훈,2026-05-01,15:50,성동구,공원,일반시민,manual_visual_review;address_review_required;공원;거리인사;성동구;오후,10,달맞이근린공원,성동구,park,0.6016,104,park
OH_20260501_1550_성동구_서울숲_OH_0019,오세훈,2026-05-01,15:50,성동구,공원,일반시민,manual_visual_review;address_review_required;공원;거리인사;성동구;오후,11,서울창포원,도봉구,park,0.5989,90,park
OH_20260501_1550_성동구_서울숲_OH_0019,오세훈,2026-05-01,15:50,성동구,공원,일반시민,manual_visual_review;address_review_required;공원;거리인사;성동구;오후,12,금천폭포근린공원,금천구,park,0.5958,96,park
OH_20260501_1550_성동구_서울숲_OH_0019,오세훈,2026-05-01,15:50,성동구,공원,일반시민,manual_visual_review;address_review_required;공원;거리인사;성동구;오후,13,마로니에공원,종로구,park,0.5949,50,park
OH_20260501_1550_성동구_서울숲_OH_0019,오세훈,2026-05-01,15:50,성동구,공원,일반시민,manual_visual_review;address_review_required;공원;거리인사;성동구;오후,14,삼일근린공원,동작구,park,0.5943,78,park
OH_20260501_1550_성동구_서울숲_OH_0019,오세훈,2026-05-01,15:50,성동구,공원,일반시민,manual_visual_review;address_review_required;공원;거리인사;성동구;오후,15,숭인근린공원,종로구,park,0.594,124,park
OH_20260501_1550_성동구_서울숲_OH_0019,오세훈,2026-05-01,15:50,성동구,공원,일반시민,manual_visual_review;address_review_required;공원;거리인사;성동구;오후,16,GTX연신849광장(구 물빛공원),은평구,park,0.593,123,park
OH_20260501_1550_성동구_서울숲_OH_0019,오세훈,2026-05-01,15:50,성동구,공원,일반시민,manual_visual_review;address_review_required;공원;거리인사;성동구;오후,17,허준공원,강서구,park,0.593,34,park
OH_20260501_1550_성동구_서울숲_OH_0019,오세훈,2026-05-01,15:50,성동구,공원,일반시민,manual_visual_review;address_review_required;공원;거리인사;성동구;오후,18,도산근린공원,강남구,park,0.5922,46,park
OH_20260501_1550_성동구_서울숲_OH_0019,오세훈,2026-05-01,15:50,성동구,공원,일반시민,manual_visual_review;address_review_required;공원;거리인사;성동구;오후,19,허브천문공원,강동구,park,0.5907,122,park
OH_20260501_1550_성동구_서울숲_OH_0019,오세훈,2026-05-01,15:50,성동구,공원,일반시민,manual_visual_review;address_review_required;공원;거리인사;성동구;오후,20,탑골근린공원,종로구,park,0.5899,42,park
OH_20260501_1550_성동구_서울숲_OH_0019,오세훈,2026-05-01,15:50,성동구,공원,일반시민,manual_visual_review;address_review_required;공원;거리인사;성동구;오후,21,간데메근린공원,동대문구,park,0.5897,14,park
OH_20260501_1550_성동구_서울숲_OH_0019,오세훈,2026-05-01,15:50,성동구,공원,일반시민,manual_visual_review;address_review_required;공원;거리인사;성동구;오후,22,금천체육공원(관악산),금천구,park,0.5896,95,park
